Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"@mirai_aus This is from pfizer, No studies done on how it interacts with other vaccines, No data on fertility..... Should we risk the fertility of a generation? I have told my kids they are never to get an injection that I don't know about https://t.co/6lzGdDvGQW",0,0,0,0,0,0,1,0,1,0,0,0
@whiterabbit4442 Yep— studies are comprised for sure. Less than 200 got covid in Pfizer’s RCT across over 30K healthy people. It’s impossible to judge anything with that. Worthless RCT. Not to mention no long term research into health outcomes.,0,0,0,0,0,0,1,0,0,1,0,0
"@OhRoyalOne @peaceofcotton Thousands die every year from the flu, much more than this covid has yet they have a vaccine for that, but it still kills thousands every year, so what do people think this one will be so effective and why haven’t they produced one that quick for flu, would save all them lives.",0,0,0,0,0,0,0,0,0,1,0,0
@maricopacounty Do not get vaccinated!!!!! Do your research! It is not been proven safe...go look for yourselves on the vaccine website...the media does not have your best interest...do not listen to them!!!!,0,0,0,0,0,0,0,0,1,0,0,0
First volunteer in UK coronavirus vaccine trial has died - News Oxford people don’t be taken this drug.. it’s madness it’s too quick for trials https://t.co/91A5Cafic9,0,0,0,0,0,0,1,0,1,0,0,0
@BorisJohnson And how many more will you have murdered or maimed by then? This is only the tip of the iceberg. How many vaccine deaths will be logged as covid deaths? https://t.co/83EqLcJhl0,0,0,0,1,0,0,0,0,1,0,0,0
"@CarlosHappyNPO mandates against medical exemptions are being passed state to state which is unconstitutional. The state shouldn’t be able to force more vaccines on a child that has had an adverse reaction to vaccines already, and that’s what they’re doing! The covid vaccine has skipped lab ..",0,1,0,0,0,0,1,0,1,0,0,0
The US government passed legislation in 1989 so that Pfizer cannot be sued for deaths and long term health side effects from their vaccines.,0,0,0,0,0,0,0,0,1,0,0,0
"Denmark will cease to administer AstraZeneca's COVID-19 vaccine entirely following its possible link to very rare cases of blood clots, several Danish media outlets reported on Wednesday, citing unnamed sources.​ https://t.co/PpXjyjzvXI",0,0,0,0,0,0,0,0,1,0,0,0
@senatemajldr Wasn't Pfizer the company that made OxyContin and got sued for so many addictions and lawsuits? Just wondering. Now they want us to trust their vaccines?,0,0,1,0,0,0,0,0,0,0,0,0
"They know nothing about this virus. They know nothing about this vaccine. Vaccinated U.S. nurse contracts COVID-19, expert says Pfizer shot needed more time to work - ABC | Article [AMP] | Reuters https://t.co/1e3N1RTvS1",0,0,0,0,0,0,0,0,0,1,0,0
"Acute encephalitis, myoclonus and Sweet syndrome after mRNA-1273 vaccine ""A patient presented with fever, generalised rash, confusion, orofacial movements and myoclonus after receiving the first dose of mRNA-1273 vaccine from Moderna."" https://t.co/Ex9H0YsTJk",0,0,0,0,0,0,0,0,1,0,0,0
"USA, AFRICA REJECT #AstraZenica #CovidVaccine EU SUSPENDS AZ OVER BLOOD CLOTS #Morrison #BrendanMurphy FORCE AZ ON AUST #COVID19Aus #COVID19Vic Covid-19: Six European countries suspend use of AstraZeneca vaccine over blood clot fears https://t.co/OcyuxTX01y via @FRANCE24",0,0,0,0,0,0,0,0,1,0,0,0
"That the #b1351 causes frequent reinfections is buried in the article about the efficacy of Novavax in South Africa ""The data also showed that many trial participants were infected with the variant even after they had already had Covid."" https://t.co/frUhUPcQ6n",0,0,0,0,0,0,0,0,0,1,0,0
"This is disgusting main media does not talk about this & all governments around the world already passed a law that covid vaccine makers could not be held liable for any damages or death they caused. Wake up herds, wake up,,,",0,0,0,0,0,0,0,0,1,0,0,0
@Jude_Michael @truthliveawake @Awithonelison @Bucklynn123 @Exvaxxer_Mommy @declanoscanlon Coming down with measles in spite of being vaxxed (which happens since 3% of vaccinees don't develop lasting immunity) is NOT AT ALL THE SAME as coming down with vaccine-strain measles (which doesn't happen).,0,0,0,0,0,0,0,0,1,1,0,0
"@LikeGoinThisWay So we all get the flu vaccine and a totally different strain comes along and screws us over, THEN, Covid mutates and we all lose an ear",0,0,0,0,0,0,0,0,1,1,0,0
@Mavsmummmy @SueC00K I feel they didn’t authorise use for this and deny all the scientific studies on ivermectin and high dose vitamin D because then there would be too few deaths to warrant a vaccine.,0,0,0,0,0,0,0,0,1,0,0,0
@BBCDerby its suggested in the news the Pfizer jab is fully tested and yet UK Gov docs raise all manner of questions on pregnancy and fertility they cannot answer yet so fully tested is fake news !,0,0,0,0,0,0,0,0,1,0,0,0
@Charbrevolution @HaramEspen Heroes the direction those individuals are trying to take America will ultimately discredit them. At the present time they benefit from the 1986 vaccine law which protects them and media blackout of the truth about vaccine injury. We will get justice for our children. God Bless!,0,0,0,0,0,0,0,0,1,0,0,0
@Littlejems3 @paulrey99 @Notyour28981739 @delbigtree The most straightforward explanation of this phenomenon is in the article below. What is upsetting is that this possibility is not being mentioned in the fanfare and hoopla surrounding vaccine press releases. It's Russian Roulette with our lives. 2/2 https://t.co/Gopu8Mh2aY,0,0,0,0,0,0,0,0,0,0,0,1
#Covid19 #CovidHoax #Plandemic #VaccineInjury Massachusetts congressman tests positive for Covid-19 after getting 2 shots of Pfizer vaccine — RT USA News https://t.co/KcF9kMK9z9,0,0,0,0,0,0,0,0,0,1,0,0
(VIDEO) Ellie Peacock: 18-Year-Old Australian Nurse Hospitalized With 3 Blood Clots After Receiving #AstraZeneca COVID-19 Vaccine https://t.co/snwLCu0gqw,0,0,0,0,0,0,0,0,1,0,0,0
OH REALLY! Yeah I ain't taking that shit anytime soon. Denmark suspends Oxford Covid vaccine after patient dies with blood clot. https://t.co/xPwmE7qo1V,0,0,0,0,0,0,0,0,1,0,0,0
"@crbarnes001 @LyndaMa16803722 Very likely as the compliant cover their airways for long period with germ incubating rags Also, almost certain we’ll see a rise in deaths attributed to Covid but actually caused by a side effect of the vaccine",0,0,0,0,0,0,0,0,1,0,0,0
Isaac Cary received the Johnson & Johnson COVID-19 vaccine in March and began exhibiting coronavirus symptoms in June. He is on a ventilator in TX. https://t.co/Tf7dSa1BVy,0,0,0,0,0,0,0,0,1,1,0,0
"Third Australian, 61, dies from blood disorder after taking the AstraZeneca coronavirus vaccine | Daily Mail Online https://t.co/tWD3ZR4xOh",0,0,0,0,0,0,0,0,1,0,0,0
@andydalessio2 @jill_d35 @hrw Pfizer should be dismantled and driven to bankruptcy. And they are making the vaccines?,0,0,1,0,0,0,0,0,0,0,0,0
@Transition46 Great but this Vaccine is the Trump Vaccine Warp Speed was developed by an emotionally unstable man that is killing us I will not get the Vaccine until I see evidence that it is truly bi partisan 🙂 not to mention Trump has stock in Pfizer 😡,0,0,0,0,1,0,1,0,0,0,0,0
The Criteria for a successful #CovidVaccine is that it might reduce the sniffles. Nothing more. Big Pharma and their promoters will be paid Billions with no liability for damages. Covid has a 99.95% survival rate If you get an adverse reaction you'll be living with it for life https://t.co/x8q4D2xl5t,1,0,1,0,0,0,0,0,1,0,0,0
"@Chambers34 @ChrisGBarts @bbcquestiontime @robin_shattock And mostly they are not terribly effective. Plus, this is a completely novel vaccine as it is an RNA based one. Never done before. Pfizer's trial end date is listed as Dec 2022.",0,0,0,0,0,0,0,0,0,1,0,0
"@B43Franco Compared to the risk of COVID? Are you serious? There's about a 1 in several hundred thousand risk of blood clots from the Astra-Zeneca or J&J vaccines from what I've seen. There's a MUCH higher risk of blood clots from COVID & many other causes. That said, if they want to",0,0,0,0,0,0,0,0,1,0,0,0
#america #USA #Washington earning your children are NOT SAFE! Trust me they are already doing this in schools in #SouthAfrica with Astra Zeneca nasal flu vax mist and a child died in Beaufort west 1 month ago,0,0,0,0,0,0,0,0,1,0,0,0
Lisa Shaw: Radio presenter died ‘after suffering blood clots following Oxford/AstraZeneca COVID vaccine’ – family says | UK News https://t.co/WnePbefHCU,0,0,0,0,0,0,0,0,1,0,0,0
@xKatMartin @RJGervais8ball Why on earth would anyone want a vaccine that is in the trial stages for a virus with a 99.97% survival rate,1,0,0,0,0,0,1,0,0,0,0,0
"@drlucymcbride @celinegounder But do they need to do it as a social norm, as Monica says? If so, fine. I disagree, but that isn't the issue. My issue is she seems to be saying that your vaccine DOESN'T WORK if people around you are infected.",0,0,0,0,0,0,0,0,0,1,0,0
"39-Year Old Mother With No Known Conditions Dies After Receiving Second Round Of Moderna’s mRNA COVID Vaccine, Will YOU Be Next To Die? https://t.co/Ql3CqFraht @hugodejonge @Minpres @markrutte @gertjansegers",0,0,0,0,0,0,0,0,1,0,0,0
@realtommyandert @fcbaz @ianbrown It’s plainly obvious this is never going to end. 3 weeks to flatten the curve remember? Then they try every trick in the book(e.g. registering flu deaths as covid deaths). Now low and behold days after they start rolling out the vaccine there’s a “mutated virus”.,0,0,0,0,0,0,0,0,0,0,0,1
"@macisaman1 @godwins25402113 @kimmagagal2 Deadly diseases. Covid, not so much. 99% survival rate WITHOUT the vaccine.",1,0,0,0,0,0,0,0,0,0,0,0
"Pfizer Vaccine Causes Heart Failure ""Potassium Chloride"" https://t.co/ka76xfFQdE via @YouTube",0,0,0,0,0,0,0,0,1,0,0,0
"Rumours about 53 deaths since Gibraltar residents got the Pfizer vaxine. One thing is clear, since the thing was delivered, Covid deaths, until then only a dozen, suddenly skyrocketed https://t.co/NH85GFmBXB",0,0,0,0,0,0,0,0,1,0,0,0
@HighWireTalk There may be a killer vaccine much sooner.,0,0,0,0,0,0,0,0,1,0,0,0
"@PlayContra @john_JustFacts Even when they say, ""The risk-versus-benefit assessment for use of AstraZeneca COVID-19 vaccine will be different for Australia compared to other countries, such as those with widespread transmission"" ... they STILL pick a lower age cutoff than countries with heaps more spread!!",0,0,0,0,0,0,0,0,1,0,0,0
"There’s a rumor out there that Marvin Hagler’s death was connected to a Covid vaccine. We need to make sure we know the facts b4 we jump to conclusions, but after what was rumored w/ Hank Aaron, that’s scary. Not an anti-vaxxer, but version 1.0 is one I woudn’t be in a hurry for",0,0,0,0,0,0,0,0,1,0,0,0
"Things I will do to avoid the covid vaccine. (Voor jy in jou panty poef, ek is nie anti vaccine nie. Net anti covid bullshit.)",0,0,0,0,0,0,0,0,0,0,0,1
The column says repeatedly that the AstraZeneca vaccine is efficacious and safe. But the company's constant bumbling is undermining confidence in all vaccines. Is the solution pretending there isn't a problem? Perception matters. https://t.co/RMk90uxXHe,0,0,0,0,0,0,0,0,0,1,0,0
"@AlexBerenson As long as positive tests from a faulty, inaccurate PCR test continues to be considered, ""Cases"", Covid-19 will never go away until the global population takes the Moderna Covid-19 vaccine and probably multiple doses of it. Thats the end game.",0,0,0,0,0,0,0,0,0,0,0,1
@Merck @FortuneMagazine it is LITERALLY called the National Childhood Vaccine Injury Act of 1986 (H.R.5546 99th Congress) it removed liability from the Vaccine Manufacturers No Vaccine on the current schedule has been through a double blind INERT placebo Safety study,0,0,1,0,0,0,0,0,0,0,0,0
"@wow97107794 @liliolson14 @Smackenziekerr @veryvirology Lets talk about that. In the UK, 73 people died due to the Astra Zeneca vaccine. Here is the Yellow Card Report. Deaths are under Thrombo-embolic events with concurrent low platelets. 92,739,145 vaccine shots have been administered. https://t.co/2Ow4u9M4ZQ",0,0,0,0,0,0,0,0,1,0,0,0
"@MDdevi86 @OrcBoomer @moderna_tx So I should risk it with a vaccine that has a blanket higher chance of flat out not working on me and a vastly higher chance of giving me severe fevers and gods know what else, than my chance of any of that crap you listed combined? Doesn't sound very smart to me. 🤔",0,0,0,0,0,0,0,0,1,1,0,0
@ColdshotRBLX @RoPlayz1 @KreekCraft @Pokediger1 Nah it is made by the government u just don’t do research and think for yourself you are not open minded that’s why I still think that the government cares about us the point of COVID-19 and this vaccine is to lower the population. COVID-19 is literally funded by bill gates.,0,0,1,1,1,0,0,0,0,0,0,0
@morningmika and @JoeNBC ...I am not sure even non anti vax folks will be game to get vaccinated unless they are shown it’s SAFE and effective. I worry the process is being rushed and who trusts #45 to do the right thing?,0,0,0,0,0,0,1,0,1,1,0,0
@IanM1871 Although Pfizer openly admits that there are nanoparticles ( lipids) in their so called vaccine,0,0,0,0,0,0,0,1,0,0,0,0
"This also means if your chances are greater of a reaction from this 'vaccine' than developing symptoms from covid in the short term, your chances of impacting your long term health are almost guaranteed. Risk to reward ratio for a healthy individual doesn't work out in your favor",0,0,0,0,0,0,0,0,1,0,0,0
"@MarinaPurkiss @Dermside The hell is not over yet for this is also the man who decided to give English care home residents AZ vaccine, known then to have 30% lower efficacy than Pfizer which had been in the country for a month before AZ arrived. AZ at that time had not been tested in anyone over 64.",0,0,0,0,0,0,1,0,0,1,0,0
"DONT GET JAB! MUST READ testimony by Dr Vanessa Schmidt Krueger The mRNA Biontech 'vaccine' is NOT a vaccine, it's a engineered drug, meant to alter DNA. In fact she calls it a ""genetic experiment"". Says it is ""Criminal"" ""Severe malpractice"" ""Shocking"" https://t.co/JVgElvg52U",0,0,0,0,0,0,0,0,0,1,0,0
Many want to groove but don't want the vaccine. Dilemma! How many people actually really want this vaccine? We need 67% of the pop to get it so we get Hers immunity. But does 67% of the pop want it,0,0,0,0,0,0,0,0,1,0,0,0
"@Brettoshank He'll get a pretend injection, this so called vaccine is not a vaccine, it fails to meet the criteria, to get injected with this experiMENTAL ""vaccine"", it causes your cells to produce the corona protein for your entire life so your immune system attacks your cells.",0,0,0,0,0,0,1,0,1,0,0,0
WHO never tells you the surest way to get #covid is to get injected into you in the form of a #vaccine. All my relatives who were covid free all of 2020 got it in 2021 after they got the Astrazeneca shot. https://t.co/aHwZXfZrcB,0,0,0,0,0,0,0,0,0,1,0,0
"@debacton @Lugon83 @TheDividedStat3 @POTUS In the same time period after a first dose of the Pfizer-BioNTech vaccine, the study found the risk of blood clots and strokes caused by restricted blood flow to the brain (ischaemic stroke) increased. https://t.co/tqf84XV36c",0,0,0,0,0,0,0,0,1,0,0,0
@msxarron honestly it dont prevent u from getting it if u do get the flu shot y still get the flu but they claim once u get sick the antibodies from the vaccine is working,0,0,0,0,0,0,0,0,0,1,0,0
@Theolady4 Vaccination passports should never be required but if they were then they should never be pushed with drugs that are still in trial stages. Get the vaccines long term tested and safe then ask the sensible people again!,0,1,0,0,0,0,1,0,0,0,0,0
"@piersmorgan Someone correct me if I'm wrong (its twitter, of course you will lol) the vaccine doesn't make you immune for getting covid, just reduce the effects you experience. Soooo whats the point of the passport only venues if you could contract it on a daily jog? 🤷🏽‍♀️",0,0,0,0,0,0,0,0,0,1,0,0
@WaveBrexit The CEO of Pfizer hasn't taken his own vaccine. Stay well clear imo. https://t.co/ltfkCcHO7K,0,0,1,0,0,0,0,0,0,0,0,0
WORKS FOR SURE THEN ... when was the last time their data science was right /\/spinning until NOV... VACCINE THAT WILL ALTER MANKIND COMING thru DNA change,0,0,0,1,0,0,0,0,1,0,0,0
"Yes to include death, Immune thrombocytopenic, Bell’s palsy, and actually COVID-19. At least we aren’t using #AstraZeneca. #cureworsethandisease #Covid19vaccine",0,0,0,0,0,0,0,0,1,0,0,0
"@mjrowland68 Sadly, a person you might have watched, aged 44, was killed by #AstraZeneca vaccine @ellenmfanning @normanswan @MaryanneDemasi @sophiescott2 @abc730 @ACurrentAffair9 @phitchener9 https://t.co/IyQUAJsaWR",0,0,0,0,0,0,0,0,1,0,0,0
@dfauchier He will get a job at Pfizer for sure if he wants one. Pfizer’s cover story for its vaccine killing oldsters and causing convulsions in healthy people is some rubbish about manufacturing problems. Any public official that echoes the story gets brownie points,0,0,0,0,0,0,0,0,1,0,0,0
@MattHancock @UniofOxford @AstraZeneca Why would anyone Young & Healthy take this Vaccine at all? For a disease with little/No impact on 99.04% ~ This vaccine is for the Sick & the Vulnerable so the Young & Healthy can get on with their lives. ~ Lockdowns are killing more people Austerity will kill more!,1,0,0,0,0,0,0,0,0,0,0,0
#BioNTech is set to make around 3billion from this #vaccine. Big pharma doesn’t give a shit about you lol. It’s all about the monehhh https://t.co/PBSAapvpOu,0,0,1,0,0,0,0,0,0,0,0,0
"Via @euronews: Johnson & Johnson single dose coronavirus vaccine is 66% effective https://t.co/zppSovIQcF AND IRELAND Hails this saviour, oh this is far from it. Very far from it",0,0,0,0,0,0,0,0,0,1,0,0
Reaction To #COVID19 Vaccine Caused Man's Skin To Peel Off: Doctors https://t.co/LCfwpEf3Rm #CovidPassport #COVID #CovidVaccine #COVIDSecondWave #Covid_19 #chinavirus #chinesevirus #kungflu #CCPBioweapon #coronavirus #CoronaVirusUpdates #VaccinePassport #vaccinerollout,0,0,0,0,0,0,0,0,1,0,0,0
“Some European countries have limited the use of @moderna_tx’s #vaccine in younger age groups because of the potential risk [of inflammatory heart conditions called myocarditis and pericarditis in young adult men].”🤔 #compliance,0,0,0,0,0,0,0,0,1,0,0,0
Would you take a vaccine that is financially backed by the same guy that wants to dim our Sun by spraying sulphates into our stratosphere? Think it through as you listen to his backpedaling on his vaccine.   https://t.co/4uBdbx3vIZ,0,0,0,0,0,0,0,0,0,0,0,1
@Photo_sWorld This guy is dangerous not to mention a liar. There will be no covid-19 vaccine. Like SARS another coronavirus it's too much of a moving target to create a vaccine. There is no vaccine for SARS even thou they have tried for years,0,0,0,0,0,0,0,0,0,1,0,0
@Crazyworldinit Why are you so desperate to smear people who have had children harmed for life by vaccines? It's extremely nasty. Isn't it about time we started listening to each others concerns? Those who have researched Pfizer's litigation track record are right to be concerned.,0,0,0,0,0,0,0,0,1,0,0,0
@business AstraZeneca needs to come out hard that this volunteer got the placebo not the vaccine. The media as well needs to be cystal clear he did not receive the vaccine he got a placebo.,0,0,0,0,0,0,0,0,0,0,0,1
"@KevinStine @gronke @PDXCityClub @RepBSW Conspiracy theory? I think not. Look at which groups are driving the shut down/reopen policies, and vaccine distribution in OR, which falls outside cdc recommendations & then cross compare to orestar....it's enlightening.",0,0,0,0,0,0,0,0,0,0,0,1
"Discuss. If you're <40, healthy and have no conditions or situations that may put you at extra risk, you DO NOT need a vaccine for #covid19. If you've had covid, you DO NOT need this vaccine. +99.9% natural recovery rate for those under 40y.o.",1,0,0,0,0,0,0,0,0,0,0,0
"@killaxxxcam Healthcare workers should be denied the prophylactic use of Ivermectin, because if people knew the vaccine wasn't the only thing that can limit exposure risks, they won't mask up and bow down to lord and savior Phizer Comirnaty.",0,0,0,0,0,0,0,1,0,0,0,0
People in a rush to get vaccine for a virus that was spreading the globe for 6 months while the government told us it was no big deal. Now it’s a big deal right?,0,0,0,0,0,0,1,0,0,0,0,0
"@realDonaldTrump nobody wants ur backdoor russian vaccine, but pls u take it first.........",0,0,0,0,0,1,0,0,0,0,0,0
"@OBZ2001 @BBCBreaking @BBCWorld Wouldn't they? Pfizer have form for manipulating data, they are currently being sued in several jurisdictions over their ""misinformation"" on Zoloft. All govs indemnified the vaccine manufacturers, there is no comeback for victims or their families in case of damage or death",0,0,1,0,0,0,1,0,0,0,0,0
@CNBC @ScottGottliebMD Pfizer can take its shit and move along. PROFITEERING is not safety. Especially when the fox funds the hens. https://t.co/bSmICzCyoH,0,0,1,0,0,0,0,0,0,0,0,0
@nadhimzahawi @BorisJohnson @GurjitBains @PauletteHamilto Why do you keep calling it a vaccine when you know full well it isn’t? It’s an experimental mRNA treatment being given without informed consent and against the Nuremberg code.,0,0,0,0,0,0,0,1,0,0,0,0
@GDixon1977 Interesting to see if Novavax causes the rare clots and myocarditis the other vaccines cause. Apparently they are working on a combination flu and covid jab. Beauty.,0,0,0,0,0,0,0,0,1,0,0,0
@LondonMorning @YorkUScience 100s Of Israelis Infected With COVID After Receiving Pfizer Vaccine Amid Frenzied Inoculation Campaign DeWine says 60% of Ohio nursing home workers refusing vaccine https://t.co/TUNjwqZAEp,0,0,0,0,0,0,0,0,0,1,0,0
@latimes There is no approved vaccine for Covid at this time. There is only an investigational product intended for transfection of foreign genetic material.are you saying that children must participate in this study in order to get education paid for by their parents taxes?,0,0,0,1,0,0,0,1,0,0,0,0
"A good reason why to fine-tune Covid-19 treatment is better than desperately find a vaccine, or - worse - to get shot with a Chinese one.",0,0,0,0,0,0,0,0,0,0,0,1
"Columbia University is requiring an Indian student who was vaccinated with two doses of Covaxin, to revaccinate with a different vaccine How can this be for real? https://t.co/8WSTTwZ6aq",0,0,0,0,0,1,0,0,0,0,0,0
"Pharma ""discovering"" a COVID vaccine reminds of that seen from Batman 2 where the Penguin goes into City Hall records vaults to ""search"" for his parent. They had this ""vaccine"" all along and it has nothing to do with SARS.",0,0,1,0,0,0,0,0,0,0,0,0
South Africa voluntarily suspends its rollout until the causal relationship between the development of clots and the Johnson & Johnson vaccine is assessed https://t.co/qXFxOtuCAO,0,0,0,0,0,0,0,0,1,0,0,0
"While Covishiield is a proven vaccine of moderate efficacy whole efficacy and safety data are in the public domain, while Covaxin is an experimental vaccine with no Efficacy data (Immunogenicity is not same as Efficacy) with no safety infrastructure available which is crucial 2/n",0,0,0,0,0,0,1,0,0,1,0,0
"@Sinovac @butantanoficial Disappointed to see a new Sinovac trial with addition of genetic adjuvant CpG 1018. Supporters of that adjuvant don't seem to get idea of a ""traditional"" vaccine. And signals for cardiac events in Heplisav-B vaccine not resolved because the follow up study only required one dose.",0,0,0,0,0,0,0,1,1,0,0,0
@ClareCraigPath At least they didn’t say Asymptomatic covid .... totally absurd notion.. a vaccine that protects against asymptomatic virus <<< seriously 😳 same as a bloody leg cast that protects against a leg that isn’t broken... meaningless nonsensical dillusional pseudo science 🥱🥱,1,0,0,0,0,0,0,0,0,0,0,0
FLASH REVIEW REPORT: Italian Politician Demand Bill Gates Arrest For Crimes Against Humanity | #digitalplatform #digitalID #GatesGlobalFund #GlaxoSmithKline #RanieriGuerra #Ricciardi #virologist #Sanofi #DTP #GMOs #Monsanto #mRNAvaccines #immunesystem #5G #genocide #health #US,0,0,0,0,0,0,0,0,1,0,0,0
"@KimsRustyWheels @dmelvin3737 @GarageTraders @BreannaFuss @pfizer @FedEx @UPS And with people start getting sick and dying at a greater rate because this vaccine was rushed, who are you going to blame probably Donald Trump as usual.",0,0,0,0,0,0,1,0,1,0,0,0
"@jaylenbell012 Obviously not. You get a flu vaccine and still have a chance of getting the flu, it’s like any other vaccine. I know I can still get COVID and spread it, that is why I’m still being as safe as possible- wearing my mask, leaving my house for essentials only, social distancing, etc",0,0,0,0,0,0,0,0,0,1,0,0
"Incredulously, Trudeau is still supported and viciously defended. #EnoughIsEnough Health Canada now stocking Chinese army's COVID-19 vaccine for human trials https://t.co/DYhj46Lvmw via @RebelNewsOnline",0,0,0,0,0,1,0,0,0,0,0,0
@uTobian @LotusOak2 I hope the one thing good coming out of this covid situation is people realising and looking into whats being put in vaccines more,0,0,0,0,0,0,0,1,0,0,0,0
"Urgent message to President Donald J. Trump from medical doctor about fu...  https://t.co/8vmu5ULTDx via @YouTube @Andersoncooper stop pushing the covid vaccine, people may get hurt.",0,0,0,0,1,0,0,0,1,0,0,0
"@Dragonfly_Drama @Jaysims27 This is what they are doing with vaccines, they are pressuring the FDA to allow emergency authorization orders. The FDA says it is fighting back but if they issue EAO then BOOM, trumpwill be screaming he made the vaccines and ended covid.",0,1,0,0,1,0,0,0,0,0,0,0
"@BoLagerkvist @MyUnitedView @AstraZeneca I think we’ll wait... We’ve had bad experiences. I will personally wait a year, I want to see the affects on the British & American’s before I roll my sleeve up... We need case studies.",0,0,0,0,0,0,1,0,1,0,0,0
@ashwani_mahajan Truth about ALL covid-19 vaccines They are all indemnified should the vaccine cripple you in 4 years These are the exact words of Astra Zeneca's Exec Director ➡️ https://t.co/PKC51Um4p7 And the same applies to ALL pharmas manufacturing covid-19 vaccine ⤵️ https://t.co/SqBkPM9SM7,0,0,1,0,0,0,0,0,1,0,0,0
What an evil piece of filth you are. You should be locked up for encouraging child abuse. There is absolutely no need for children to be vaccinated with an experimental gene therapy. The CEO of Pfizer admits that it can make you infertile. You are scum. https://t.co/o26OUaeQEB,0,0,0,1,0,0,1,0,1,0,0,0
@fionamflanagan1 More bullshit from compromised newspaper outlets. Too push to have children vaccinated against a virus that will not effect them. #ScumMedia https://t.co/J7UrYv2ePi,0,1,0,0,0,0,0,0,0,0,0,0
"I would rather have the Russian vaccine than the Bill Gates, Fauci, China vaccine!",0,0,0,0,0,1,0,0,0,0,0,0
"@BHRCSD The new vaccine that Pfizer is working on doesn't use virus antibody I heard it's a New Concept but I don't know much about it. Kind of worried about getting it. With warp speed, I hope it don't turn everybody into zombies. It's probably okay though.",0,0,0,0,0,0,1,1,1,0,0,0
"@awwHALEnaww @lisahagan101 The vaccine is unfortunately not in sight. Pfizer has not released all the trial data, so it is way too soon to assume it is safe.",0,0,0,0,0,0,1,0,0,0,0,0
@realDonaldTrump @seanhannity @LLinWood @RudyGiuliani @SidneyPowell1 @TomFitton @marklevinshow @JudgeJeanine @RealRLimbaugh @newtgingrich Why push Moderna? Gates vaccine co? No one trusts Moderna/Gates! Not Trumpsters or anyone in Africa! Moderna new co no vaccine ever!,1,0,1,0,0,0,0,0,0,0,0,0
@rgbeaumont @simmsy77 @JuliaHB1 @SkyNews I have an autoimmune issue yet have decided I would like to return to normal. We won’t have 80% immunity because the ‘vaccine’ doesn’t protect people. Time to get back to life.,0,0,0,0,0,0,0,0,0,1,0,0
@SarahdragonGirl It's important to know that the existence of viruses & exosomes are theories. Today the CDC says that no covid has been isolated! If that's the case how is a vaccine being produced? How do they know the RNA sequence? How do they know the amount of RNA will produce an illness?,0,0,0,0,0,0,0,0,1,0,0,0
@callout68 @BNODesk Try this take: big pharma is covering their asses and claiming he took a placebo to keep making money off a bad vaccine,0,0,1,0,0,0,0,0,0,0,0,0
"@BangkokPostNews If you choose a vaccine made in China, then you can refer to the following pictures, or directly search for those children who were disabled by the Chinese vaccine on Twitter! Believing in the Chinese Communist Party is equivalent to believing in the devil! https://t.co/aUX8YjKWCv",0,0,0,0,0,1,0,0,1,0,1,0
"This vaccine ENTERS your cells, and delivers genetic material. It makes changes to said cells, BY DESIGN. We don't know about possible long-term effects, and won't for years.",0,0,0,0,0,0,0,1,1,0,0,0
@HolliWinters @JohnnyLeRose @MollyJongFast When COVID happen the Repbulicans including Trump bought stock into the vaccine companies. I think the more people died the more money the made. Remember Trump claim he got COVID and the vaccine cured him. But if that the case why did he and Melania sneak and take the new one,0,0,0,0,1,0,0,0,0,0,0,0
"@MNCovfefe @nytimes Yes, 4 people did die after getting the Oxford Vaccine. 1 got murdered, 1 died from blunt drama, 1 died in car cash and 1 died from a fungal lung infection.",0,0,0,0,0,0,0,0,1,0,0,0
@mana_kailani All of the vaccines have serious side effects and young men are also prone to rare side effects from Pfizer. This is one that concerns me because it occurs after the 2nd jab. What happens when we need boosters - 3rd jab 4th jab? I do not know the answer https://t.co/1bTXscJwOU,0,0,0,0,0,0,0,0,1,0,0,0
"@SadafReal @BajiVaccine sister no for astrazeneca,, im gives warning for all pakistani muslim stay away from a vaccine,, its might safe for some people,, its not suit for all people",0,0,0,0,0,0,0,0,0,0,1,0
Warning as two NHS workers have allergic reactions to Pfizer Covid jab Here we go. Untested. Required. Disaster. That’s my COVID haiku for the period. https://t.co/JKYAN4R48t,0,0,0,0,0,0,1,0,1,0,0,0
"@GrahamMarlbrou1 I disagree with mask wearing by the public, as I believe it helps spread disease. I declined to have the vaccine, which is my personal choice, although if others want it, fine, and I don't call people sheep.",0,0,0,0,0,0,0,0,0,0,0,1
Pfizer vaccine is sterilizing women. RESEARCH!!!! Protect your body,0,0,0,0,0,0,0,0,1,0,0,0
@missnikkip88 @ScottyKBF2 My step son & his wife are having theirs next wk. Their daughter has health probs & needs to be permanently on antibiotics. I am now concerned for her because I feel them both being vaccinated will increase the risks to her.,0,0,0,0,0,0,0,0,1,0,0,0
"Btw that free vaccine may end up being ""cow's u**ne"". Be careful before you take it.",0,0,0,0,0,0,0,1,0,0,0,0
"@ang__johnson I fully respect choice not to have an experimental vaccine, I haven’t had it for both experimental and uncertainty of effect after previous issues. Those who don’t wear a mask, respect social distancing, but walking round supermarkets no one seems to. protect yourself.",0,1,0,0,0,0,0,0,0,0,0,0
