ID,Tweet,Label1,Label2,Label3
1.35647E+18,"This is one of those, Duh! moments from the experts on this. Of COURSE, people already with antibodies will have a harsher reaction. Did anyone think those that already had serious COVID might not even NEED vaccine if they have still have IgG response?  Common sense is uncommon.",mandatory,,
1.26181E+18,"Fauci/Birx FRAUDELENT advice LOCKEDDOWN USA, Fauci editorial in NEJM 4-1-20 point out flaws in COVID-19 death projections, helped China file patent , both support Gates/Soros UN Agenda21 plans 2 depopulate Earth. TREASON. Any Gates vaccine would B perfect weapon to kill 7 bln ppl",conspiracy,side-effect,
1.41152E+18,"211,339 individual reports of Adverse Reactions caused by #AstraZeneca vaccine in UK 3 February to 23 June 2021 - this is the last page of the 116-page weekly report by MHRA. Most patients suffer multiple ill effects. Note 936 Deaths. https://t.co/P61WMiELXL",side-effect,,
1.42505E+18,"@OffGuardian0 Who believes that Pfizer's COVID-19 new cold chain vaccine storage modification has now compromised it's effectiveness? -70 C is what’s required for storage to prevent spoilage of this mRNA formulation, not sitting in a refrigerator @ 2-8 C for 30 days prior to admin!",ineffective,,
1.33417E+18,"everyone needs to tag @pfizer and respectfully demand that the peer reviewed studies need to be released, as well as the ingredient list of their vaccine.",ingredients,,
1.33924E+18,@MarcLobliner Why is the vaccine considered to be the end all? It’s not. Pfizer stated you may still be able to get Covid...🤦🏽‍♂️,ineffective,,
1.32639E+18,“This company has been operating as an illegal operation from the beginning and it’s not surprising that their apologist in chief is none other than Tony Fauci..” RFK Jr. interviews patent researcher David Martin about Moderna. ⁦@ChildrensHD⁩ https://t.co/s4BwvSKWBj,pharma,,
1.33944E+18,EXCLUSIVE: Robert F. Kennedy Jr.'s Disturbing & Dire Bombshell Warning About the COVID Vaccine -- Listen & Learn BEFORE You Leap – True Pundit https://t.co/mox74XU91m,none,,
1.35837E+18,"What the Pharmaceutical Industry Doesn't Tell You https://t.co/Pd3OHIWQae New medication, new vaccine; 100 tests prove how good they are; 1,000 tests disappeared in a drawer in a filing cabinet. #Medication #MedicationSafety #VaccineNationalism #VaccineStrategy #VaccinesWork",pharma,rushed,
1.26206E+18,@DonaldJTrumpJr HOW MUCH MONEY did your Dad receive from Pfizer to change his mind on vaccines? WHY do our leaders LIE? LIES LIES and MORE LIES. Sellouts! https://t.co/6WurasfnGS,political,,
1.34013E+18,"@agenda212030 And then it went on to praise the explicitly experimental Pfizer vaccine. Propaganda has gone to another level, and the public is being force fed info to get them to submit to a horrible “vaccine”",mandatory,rushed,
1.37592E+18,The view that benefit of vaccine outweigh risk doesn't mean #AstraZeneca is free of risk! Researchers are convinced that the vaccine is the cause of rare #bloodclots. Case isn't closed! Poor countries don't have the capacity to asses side effects■ https://t.co/mNHVcSCbav,side-effect,,
1.36806E+18,"@CatrionaColllns ""Bear in mind if you get the vaccine you can still get Covid, you can still carry it in your nose""... Then what is the freaking point of getting the vaccine? Vaccines are supposed to keep you from getting a disease. Why are more people not talking about this?",ineffective,,
1.33652E+18,@brexitparty_uk @TiceRichard In the meantime the UK carry on injecting the elderly with a Pfizer and BioNTech Covid Vaccine Containing Nano Tech! - THIS NEED TO STOP https://t.co/hCKIXpua8e,ingredients,,
1.33311E+18,"@AnneRepton So you’re ok with me not being able to see my family - dad, mum, brother & sister, etc... - back in France ever again because I don’t want to be injected with some rushed vaccine - you sound nice.",rushed,,
1.33699E+18,Am telling the So- called idiots who run this Country telling me that am going to take a Chinese Virus Vaccine can kiss my Red White And Blue Ass am not taking no damn shot!!!!,unnecessary,,
1.4096E+18,"Mother-Of-Three, 47, Dies After AstraZeneca Covid Jab Caused Blood Clots On Her Brain Which Led To A Stroke - https://t.co/Xf1N8fz8ta",side-effect,,
1.28835E+18,@ellymelly Would that be a no to investing some of your time educating yourself about vaccines? Or world you like to continue to regurgitate propaganda produced by the vaccine producers? Stanley Plotkin had 50 years in the industry. Listen to him under oath then say you believe the hype,pharma,,
1.35271E+18,Beware Killer vaccine #Covaxin scam,side-effect,,
1.21872E+18,"vaccinated people who catch viruses are told the ""herd immunity"" was weakened by a minority and as for the unvaccinated people who didn't catch the viruses, the ratinale is ""thank herd immunity for that"".  In fact, those who didn't catch viruses don't spread them. #StopVaccines",unnecessary,,
1.36403E+18,"@iamErica_Mena I nannied for a child who got autism from a vaccine when he was 5, because it had mercury in it and the family was suing the state for his developmental disabilities. Not all vaccines are good. she’s talking to me about dogs like I never had animals.",side-effect,ingredients,
1.36452E+18,@valoakley25 @seasidedad1 @prisoner1968 Not the point that was being made. You can still contract and pass on covid after having the vaccine.,ineffective,,
1.33667E+18,"@LesaqueJennifer not anti science but pro nature , i am NOT obliged to believe that everty toxic substance injected in our bodies is beneficial , adverse reactions and deaths happen , Pfizer have paid out many times for medical abuse , you can find the links yourself",pharma,,
1.3494E+18,"@OpenMedia_io So let him stick him in his balls or himself in public throughout the country, through all channels. One thing is clear - the Russian vaccine is the most unsafe vaccine that can kill the population.",country,,
1.32771E+18,"@wolfblitzer @DoNotTrustTrump @realDonaldTrump @JoeBiden @realDonaldTrump doesn’t care, he has already killed almost 250,000 Americans and wants to make money off of a poison Pfizer vaccine that will kill even more Americans they way Pfizer gave cancer to Americans with Zantac",pharma,side-effect,
1.34612E+18,"""Merck’s Ebola vaccine never completed a human clinical trial at all but WHO gave emergency authorization for Liberia and Guinea"" He was kind enough not to say that trial results did not matter in giving Oxford vaccine authorization https://t.co/zxSLLYzJzY",rushed,,
1.35584E+18,@adamjohnritchie do you think the extended gap between doses if the vaccine is safe or is Gov playing Russian roulette with out lives? How will we know the efficacy % and will we know if we are safe,ineffective,,
1.35909E+18,Many people which have received the Astra Zeneca vaccine against covid report that God have died in their life. What utter shite UK to roll out a vaccine against God. And that a totally unnecessary one.,unnecessary,religious,
1.32982E+18,@tonyposnanski Trump allowed research phases to be eliminated and offered them a big reward to be the 'winner.' What could go wrong? Vaccine wars? These early vaccines feel very reckless. The Pfizer vaccine will be astronomically expensive to distribute and poor Americans will go unprotected.,rushed,pharma,
1.40016E+18,"Strange defence of Johnson’s role in vaccine delivery by @ShelaghFogarty they really have brainwashed away the science! They rushed into AZ to mask 160k dead, despite its effectivity being 20% less than mRNA jabs as deployed in USA’s 310m jabs, 30% effectivity for 75% with 1 jab!",ineffective,rushed,
1.35559E+18,LOL - congressional member who had both doses has been diagnosed with COVID. He's actually the 3rd one to test positive after the full Pfizer vaccine. The first was a rep from NY. https://t.co/hbSq8sFyol,side-effect,,
1.33856E+18,already saw the side effects of the COVID19 vaccine and its just as bad as getting COVID19 so that makes me not want to get the vaccine sorry not sorry don't want to get sick cause ofthe vaccine's side effect from Pfizer,side-effect,unnecessary,
1.33444E+18,@AndyBlakey_ @ukcolumn @BBCNews @pfizer That would explain why gov’t is so willing to ‘play the odds’ on people developing adverse reactions (e.g. this gov’t saving face vs the compensatory payouts of a future gov’t) and why pharmaceutical executives / employees have sold off MILLIONS in vaccine shares of late.,side-effect,political,
1.26255E+18,"@aubrey_huff @DilleyShow @FoxNews @moderna_tx @BillGates Why trust a MAN who names his company ""micro-soft"" WAKE UP PPL! GATES says HE WANTS TO CONTROL POPULATION WITH VA%%INES!",pharma,,
1.28773E+18,"You couldn’t pay me enough money to be a “vaccine trial volunteer”.  Unless I’m dying of end stage cancer, keep your trials.",side-effect,,
1.34113E+18,SAFE AND EFFECTIVE! IS IT? TIME TO FACE THE TRUTH! FDA Investigates Allergic Reactions to Pfizer COVID Vaccine After More Healthcare Workers Hospitalized • Children's Health Defense https://t.co/HHfv3sbfGF,side-effect,,
1.36497E+18,"Given that vaccines are not 100% preventive on covid infections, and the reports of vaccinated people still dying. It clearly means that these vaccines are not working. All the reasons I refuse to be vaccinated, not because of conspiracy theories about covid vaccines https://t.co/Ez7whXMnAi",ineffective,,
1.37728E+18,"@jsolomonReports When it comes to my kids, and probably no different than other parents, there will never be enough of verification test that proves the safety of this vaccine.",rushed,side-effect,
1.28819E+18,@trueself1898 @CP24 A vaccine wont be mandatory.. so it isnt  going to matter.. eventually people are gonna say screw it.. they already are!,mandatory,,
1.35568E+18,@kylegriffin1 Why were they just not arrested and the vaccine carries on. What in the world happened to accountability in this country?,none,,
1.37405E+18,"@TB_TB_TB_TB_TB @wanda35945439 Supporting evidence of the jab = greater susceptibility: 15 Jan, 2021 ‘We see nothing alarming,’ says Norwegian drugs regulator, after 13 deaths linked to Pfizer vaccine jabs — RT World News https://t.co/ZGscBuarQB",side-effect,,
1.32993E+18,"@pfizer so you rush to make a Covid vaccine, but no rush on cancer cures? Assholes!!!",rushed,,
1.36056E+18,"@pub_politics There is no need. Children are not affected. If, and it's a small if, they are carriers then the adults who are fearful of covid would have already been vaccinated so should be safe, unless of course the vaccine is a pile if shite.",unnecessary,,
1.25018E+18,"@EricMMatheny I would not accept Corona-vaccine now, because it might cause the very thing it’s supposed to prevent. That happened in the early days of polio vaccine.",side-effect,,
1.33026E+18,"‘Covid’ vaccine-maker Pfizer fined $4,747,652,947 for violations since 2000. Yep, just who you would trust with your life and your children’s lives https://t.co/NDjZna2E7w",pharma,,
1.33355E+18,I can’t wait to start boycotting places that demand vaccine records... #ticketmasterfirst,mandatory,,
1.35595E+18,@BetckeTimo @adamjohnritchie @JennerInstitute You haven’t got a clue mate. Study the manufacturing processes then you might realise the problems also uk paid for the development of the vaccine then handed it over to AZ. So I don’t think the EU are in any position to take uk allowance . vaccines are in France they don’t work,country,,
1.32169E+18,@MeghUpdates @DivyeshTheSlayr COVID vaccine can never be developed. It is a big big farce. DO they have any vaccine for common cold? No. Common Cold is also caused by Coronavirus.,ineffective,unnecessary,
1.38864E+18,"CDC: Dozens of adverse reactions caused by anxiety, not Johnson & Johnson vaccine Source: https://t.co/Q9jXy5AtXr https://t.co/lC0YLfhEbq",side-effect,,
1.35061E+18,@AdvocatusVirtus @RepThomasMassie @cdc People who have already had covid are definitely having more significant side effects to the vaccine compared to those who haven’t,side-effect,,
1.28321E+18,"FDA - very fast in approving vaccine but won't approve medication like #Hydroxychloroquine as it's very cheap. Your game is up, FDA. #COVID",pharma,,
1.42418E+18,"@FredPye5 How they test vaccines against other vaccines instead of placebos. They did this with AstraZeneca outside of the US. They do this to hide adverse events. They do this with the childhood vaccines. If you could connect the dots to the whole vaccine scandal, that would be powerful.",none,,
1.25485E+18,@Brian_Pilgrim40 @JonasPerez001 @SeanTrende If they are saying that antibodies wont stop you from getting it again why would a vaccine solve that issue?? The point of a vaccine is to create an immune response that produces antibodies... do you see the contradiction here. We cant wait for a vaccine. #ReopenAmerica,ineffective,,
1.36782E+18,"@BreXRB Covid vaccine deaths higher than flu vaccine deaths: ""653 reported [Covid vaccine] deaths. It compares with 75 reported deaths associated with influenza vaccine for the current season: this is approximately 48 times the rate. https://t.co/KrRRnifKcV",side-effect,,
1.43084E+18,https://t.co/wHUxepr5QY 44 YEAR OLD DIED DUE TO AZ VACCINE. CORONER CONFIRMS #DELTA #COVID @AstraZeneca #UK #IRELAND #COVID19,side-effect,,
1.29982E+18,"@joolshoban @Linkalotz @TomMaxwell11 @BorisJohnson_MP they can indirectly ...no benefits ,no travel ,no right to work etc till youve had your vaccination and covi pass ....they wont come at it head on but you will be coerced ,ill bet money on it",mandatory,,
1.38194E+18,"Johnson & Johnson vaccine should be paused in U.S. after 'extremely rare' blood clots, FDA and CDC say Some 6.8 million have received the vaccine in the United States. Of these six have experienced the clot, the FDA and CDC said. https://t.co/fnyuOfQvsE",side-effect,,
1.37515E+18,Really scared to get my COVID vaccine next week. I hate shots so much. 💉 😢,side-effect,,
1.31929E+18,"@Nuttymedium I have no belief a vaccine will be found that is reliable, so we going to get 2nd wave,3rd, 4th, 5th etc, I personally think it best to get it over with in one go, get enough young/youngish healthy people to get it so it died out naturally, while same time protect vulnerable xx",ineffective,,
1.35057E+18,13 Elderly Patients Die In Norway After Receiving Pfizer COVID-19 Vaccine! https://t.co/QoWDwK7nt3 https://t.co/jy3A77wTD4,side-effect,,
1.30643E+18,"@MJC63335086 I agree. Rockefeller Foundation original funder of Dr. Joseph Mountin CDC. He also owns, Monsanto GMO- Corn Africa GlaxoSmithKline/Pfizer Sanofi/GSK took 2.1B to speed up 'warp speed'. Tangled web of lies/deception",rushed,pharma,
1.33923E+18,"The Bell's Palsy rate is about 1 in 700 for people who get the Covid vaccine. That would be 114 million people if everyone in the world got it. And that is simply ONE of the side effects we are aware of. Don't know if things like infertility, etc., are in play.",side-effect,,
1.31199E+18,"@JamesTodaroMD I heard the Moderna one was able to be fast tracked because it started out as a vaccine for SARS. That's great & all, but it didn't WORK against SARS, sooo....",ineffective,,
1.32915E+18,"@YorkieWR @BareReality Yup, and they are trying to silence the anti face diaper people also. Funny after the election in the US was over they went full throttle on the Covid-mongering. I mean a no holds barred apocalyptic PR campaign for face diapers, vaccine worship and barricade at home or else!! https://t.co/kGVi8Qrgct",political,,
1.29795E+18,"It all sounds like some sort of a nutty movie--theres Dr. Fauci who is no expert, always changing the story, there's Bill Gates, Microsoft Wizard who has created a Software Vaccine to take care of the Human Computer Virus.",pharma,,
1.32047E+18,@jamesdoleman Are you sure? That doesn't sound like he knows the difference between a vaccine & a treatment. Do you think we will be better with a RNA or DNA vaccine?,side-effect,,
1.37702E+18,"Some idiots want this? Not I Man's Skin Burns, Swells, Then Peels Off in Severe Reaction to Johnson & Johnson Covid Vaccine https://t.co/tKbgbouXoN via @gatewaypundit",side-effect,,
1.35279E+18,@delta_p_dom Great information. I work in healthcare too and there are medical professionals at my job who are not ready to be vaccinated yet. They want to see others get it first. That’s how I got mine. I’m not a front line worker.,none,,
1.34941E+18,WHO say Covid vaccines should have at least 70% efficacy. At best Astra Zeneca Oxford has just 62% efficacy - just 52% after one dose. Govt keep saying AZ Oxford is 70% & that is a lie. But no one seems to care that we’re giving this to our most vulnerable citizens.,ineffective,,
1.24404E+18,"@Mark_the_Duffer @dwnews @c_drosten We have had our civil liberties taken away based on an incorrect model of 500,000 deaths. Now they say 5,700 deaths. Based on that figure the government was wrong to draft and pass the coronavirus bill. Too late now of course. They wont repeal when reviewed as no vaccine yet",political,,
1.32613E+18,"If Daddy @POTUS were responsible, it would never have been FDA CDC approved. Would not be called Pfizer vaccine, probably Dr. Bleach Danger Vaccine and no one would take it. If it were his, all Tdumps should get it first. Not his..it is Pfizer and only Pfizers. @realDonaldTrump.",side-effect,,
1.33993E+18,@StuJohn10221054 Also not that many years ago people and the government were raving about another vaccine they reckon was the best thing ever......thalidomide.....and remember how that one ended?? Its exactly the same now also a country in Africa is suing Pfizer for illegal trials on their kids,rushed,,
1.24915E+18,"When someone finally makes a vaccine for Covid-19, I hope to goddamn hell it's developed anywhere but in US or in China, because I won't trust it from either source",country,,
1.3361E+18,"@kickybarr @_bonefish1970 @expressionessd1 @MileslowryTerry The early ones were fine. Bill Gates became involved inthe industry in early 2,000 and has shares in Pfizer etc. You can bet he's behind the IT company that manages our medical data too. He's been planning this for 15 years or so. You will have to have many vaccines each yr...",pharma,,
1.37512E+18,@pythonneil @Roydini25 No its not. The New Covid Vaccine Religion appears strong now. It's strength is illusory. It will crash and burn.,religious,,
1.24504E+18,@SkyNews CURE? There is and never will be a 'cure' a virus or the flu just dies! a flu vaccine is not a 'cure' someone with authority needs to stand in front of the British people and STOP the hysteria. A virus will either kill you or make you ?,ineffective,,
1.30357E+18," https://t.co/MnxHV3452M IF YOU THINK VACCINE IS THE ANSWER TO COVID, YOU WANNA LOOK AT THE REPORT BY MANY DOCTORS IN THE US BASED ON OVER A 100 STUDIES!!!",conspiracy,,
1.37631E+18,FYI....there are plenty of people walking around without vaccines for all sorts of contagious diseases/viruses. Why is Covid so different? We must ask why a mandatory vaccine card is even a consideration if the ones who are vaccinated feel that it protects them.,mandatory,unnecessary,
1.3272E+18,@BorisJohnson Remind us how many sharks will die for a covid vaccine nobody wants!,side-effect,,
1.28828E+18,"The @US_FDA says it will approve a #COVID19 #vaccine with as little as a 30% efficacy rate. They're afraid that if they take the time to produce a vaccine with 70-80% efficacy, the population will already be immune to CV naturally. @NIH @moderna_tx #Scam https://t.co/m1A8vi4ivK",side-effect,,
1.28996E+18,@kerpen @MLevitt_NP2013 Translation - I gotta keep this up a little bit longer or no one is going to want this Pfizer vaccine by the time we finish it.,none,,
1.35776E+18,Pentagon to deploy troops to deliver COVID-19 vaccines https://t.co/zRH4PtpaQY via @Yahoo This is sad for many americans who will either get adverse side effects or die from a drug induced vaccine that has not been tested for safety! DON'T TAKE THE VACCINE!!,side-effect,rushed,
1.32004E+18,@MarieAnnUK If the Test works – Why the False Positives? If the Masks work - Why the Six Feet? If the Six Feet works – Why the Masks? If All Three work – Why the Lockdown? If All Four work – Why the Vaccine? If the Vaccine is Safe – Why the No Liability Clause?,unnecessary,side-effect,
1.36532E+18,@0ctoberReignz I'm strongly refusing it. To simply decline the vaccine when the powers that be are aggressively forcing it upon people under threat of unemployment is too polite under the circumstances.,mandatory,,
1.43282E+18,@BorisJohnson resign now before you destroy the country. Where I live only 50% of adults are double vaccinated https://t.co/kFRk2IjRPc,political,,
1.36467E+18,@nick_the_geek78 @heidiEC5 Nobody should be masking or 'testing children' for #covid unless very ill. They have 0.00005% risk from it. Concentrate on getting vulnerable & high risk 'vaccinated' (2Doses). +99% of people will recover & build natural immunity. 'Cases' data is propaganda. #NoMasksInClass,unnecessary,,
1.35301E+18,"@stephenporter70 @bane_baldy @doctor_oxford @MattHancock Whilst one should not speculate, maybe it is those #vaccines which are accelerating the #deaths, No @Conservatives or @CMO_England is going to tell us how man of those dead loved-ones were# vaccinated or will they one day?",side-effect,,
1.33661E+18,"Despite being in a high risk group for COVID-19, I'm not taking an even greater risk of being a guinea pig for Big Pharma's ""safe"" vaccine. Fuck that shit! I'll stick to good common sense protection.",pharma,,
1.43405E+18,"#France Socialist Party senators request mandatory vaccination of all French citizens. BUT eminent members of this Party were financially supported by... #Pfizer itself, according to Europe1 channel‼ Corruption is rife everywhere 🤮🤢 Clean-up is necessary❗ #vaccination # https://t.co/yrdSSH62Iy",political,mandatory,
1.35412E+18,"@DailyMailUK Is anybody investigating the massive increase in number of deaths in the over 80's after they have been vaccinated? This needs looking into, let's not walk forward blindly into another crisis:  https://t.co/KEfIjPjKv9",side-effect,,
1.35377E+18,Every day I’m hearing of another covid vaccine death. These vaccines are killing older people. This is information that is not being reported. I believe you should have a choice in what you allow into your body. Tell your grandparents and parents that you love them.,side-effect,,
1.35047E+18,"@Ronnie62597744 Dr Lee Merrit says it is not a vaccine its a new treatment using experimental biological agents which have not been tested on animals. The only corona virus studies were on cats and ferrets. After having two vaccines, they introduced the virus back and all the animals died.",rushed,side-effect,
1.34722E+18,"So, in order to supposedly protect himself from contracting what would most likely be a mild, flu-like disease at worst for a man of his age and fitness, he suffers truly horrific internal bleeding more reminiscent of Ebola or Marburg virus, days after receiving Pfizer vaccine.",side-effect,,
1.37884E+18,"@shellistevens Took the J&J vaccine Friday evening , I had Covid already last July, last two days I am flat on my back with high fever, nausea , body aches , pains , I swear it’s worse than when I actually had Covid , I would love to hear anyones's experience with vaccine reaction! #vaccine",side-effect,,
1.37725E+18,@DailyMailUK Severe Skin Rash reaction was reported with the Johnson & Johnson Vaccine in Virginia as well.,side-effect,,
1.32733E+18,How about we shoe Fauci just how independent Americans are? .Time for a Covid party. Let’s take all the vaccines and dump into the Boston Harbor and see how Fauci and Gates like that!,pharma,,
1.33748E+18,@HouseGOP @RepLizCheney WH orders FDA chief to Authorize Pfizer's Vaccine today or Resign!!!                            This why I WILL NOT get a vaccine until trump is gone!!!!!  https://t.co/aoqyBAwWPq,political,,
1.38962E+18,"#VAERS 16y♀️#Pfizer died pulmonary embolism suspected #Cardiacarrest #vaccinedeaths #Adolescent ""Symptoms: Cardiac arrest, Circulatory collapse, Computerised tomogram thorax abnormal, Death, Lung assist device therapy, Pulmonary embolism"" https://t.co/dTAdjik8gO",side-effect,,
1.44434E+18,"@sndwkns @oforsuredude @Diviance1 @APFactCheck The trouble/problem is that both Pfizer/Modern nuked their control-placebo groups by allowing them to get “vaccinated”, even though their trials won’t end until 2023. This is not science, but “sciencism”. https://t.co/H2bvMdbitu https://t.co/xCKhPPpnB5",rushed,,
1.29684E+18,And they want us to take a Russian developed vaccine?  Really?,country,,
1.33862E+18,"@gazzab007 @MattHancock @pfizer @BioNTech_Group Hell, I am not up for getting a jab year after year after year.",political,,
1.35372E+18,So the Pfizer CEO hasn't taken the vaccine yet. And you all believe that everyone should have a shot of the vaccine?,none,,
1.25432E+18,@coyionelife @CromwellStuff @DominicRaab @BillGates They will make life impossible unless you take the vaccine. That's how they roll.,mandatory,,
1.328E+18,"@scrowder I don’t believe we have one now. Don’t get me wrong, I love Trump. But I don’t trust Pfizer or Merck or any of the Pharma Swamp creatures. And I neverrrrr will. There has never been a safe and effective vaccine, and they aren’t turning over a new leaf for Trump, ya feel? No way.",ineffective,,
1.32586E+18,"""Medical Apartheid"" by Harriett Washington is required reading for black descendants of American slavery. Everyone knows Tuskegee. But black people have been guinea pigs for white medical experiments for centuries. DON'T GET THIS VACCINE. #Pfizer #COVID19. https://t.co/DuXuGBaUfS",conspiracy,,
1.27377E+18,@truth_seeker_85 Funny how they were testing covid vaccines on 16 to 18 yearolds when most deaths were in 50 to 90 range hmmmmm,side-effect,,
1.33775E+18,"@man_marrow @Kavvasakiman Pfizer vax wasn't tested on many over 60 if your mum is on any meds, the Pfizer vax hasn't yet been tested against any other medication If she has any allergies, note it can/has already produced heightened immune responses: Former Pfizer Chief: https://t.co/eBESa7U4UT",rushed,side-effect,
1.32755E+18,"WHO worried young people won't want Covid vaccine I think you will find that it is not just young people who will resist. Trust in the government and scientific advisers is low and we do not know the long term detrimental effects, if any of the vaccine. https://t.co/vrmWhWhCKc",ineffective,,
1.35402E+18,"Pfizer’s abysmal vaccine-performance is on the US CDC Web-site & not surprisingly our ONS won’t publish. It’s statistically safer to have the flue that to have an inoculation against-it. This man’s a crook, in the employ of Big-US-Pharma.",side-effect,,
1.30776E+18,"@nguyenltim @hotasatoaster @BNODesk @ChrisMasterjohn Look up the definition of ""placebo"". It CANNOT be an active substance/drug. It has to be an INERT substance like saline. AstraZeneca is using a Meningitis vaccine (definitely an active drug) as its placebo, totally violating the scientific method and any scientific principles.",conspiracy,pharma,
1.3458E+18,@ethanjweiss And what abt #covidvaccines with weak immunogenicities like the #oxfordvaccine or JNJ single shot?,side-effect,,
1.4147E+18,Johnson & Johnson Vaccine Is Linked To Neurological Disorder In Extremely Rare Cases https://t.co/7NzevFynMM,side-effect,,
1.36341E+18,"@FinancialReview AFR readers should be concerned about receiving a vaccine from @AstraZeneca that South Africa is looking to swap out because it doesn’t protect against their variant and that Germany, France, Italy, Netherlands have refused to license for 65+ COVID is worse than side-effects.",ineffective,,
1.25472E+18,"@Albion_Rover Aren’t they just using this as an excuse to push vaccines, any vaccine! Isn’t coronavirus more likely related to the fact that the flu vaccine has been identified as increasing risk of people getting coronavirus? How many victims of cv19 had a flu vax? https://t.co/MVjlbc1oF7",mandatory,side-effect,
1.4358E+18,“EU lists rare nerve disorder as possible side-effect of AstraZeneca COVID-19 vaccine” uh…had this story over a year ago https://t.co/SPKZsGxFxU,side-effect,,
1.25124E+18,"Listening to why governments want to fast track vaccine trials for CoVid 19, lets take a look at the people involved with the fast tracking drug trials for HIV/AIDS. 3 people pushing to find a cure was Birx, Fauci & RedField   https://t.co/eNc8DgAZvc  https://t.co/mUaGs5YhZY",rushed,,
1.3526E+18,"@france_soir investigates vaccines in Europe: ""Chronicle N ° 48 - ""Already 132 deaths declared in Eudravigilance only 26 days after the authorization to market the vaccine Pfizer"" https://t.co/OqssO2M73p",side-effect,,
1.31275E+18,@Senyor_Esteve @luap2109l @LSW12612672511 @BorisJohnson The flu vaccines change every season and differ between hemispheres. I never take them. This daily? weekly? Covid-19 'vaccine' is a whole different ball park.,none,,
1.37491E+18,"Well @AstraZeneca has destroyed my belief that they are honorable, and I expect the numbers and quality/efficacy of the vaccine they produces is tainted until someone else can reliable investigate and report Yeah, That #Taint, every living vertebrate has one.",ineffective,,
1.33637E+18,@NYGovCuomo - no forced vaccines for COVID19. Not enough research for safety. Pfizer vaccine? Permanent infertility to woman of child bearing .,mandatory,rushed,side-effect
1.25105E+18,@Jonesys_mom @glhilder @LPerrins You don't have to live in America to have Bill gates team running the show. Bill and Melinda gates Foundation funds WHO and Imperial college Oxford so pay Neil Ferguson's wages. UK government funds GAVI. Vaccine alliance. They all have conflicts of interest,pharma,political,
1.36898E+18,@CDCgov The CDC is going to need to do a better sales job for a vaccine that doesn't actually prevent people from getting COVID. And some of us never stopped gathering with friends and family. Focus on stopping the viruses/diseases that are truly serious.,ineffective,,
1.34949E+18,"@syramadad @NYCHealthSystem So why get every man woman and child on a vaccine roller coaster So many sad side effects The CEO of Covid-19 vaccine maker Moderna warned Wednesday that the coronavirus that has brought world economies to a standstill and overwhelmed hospitals will be around ""forever.""",side-effect,,
1.35389E+18,@KateCushing2 Is it only starting now? 7 weeks after ti first jab? I’ve seen 2 doctors last week reporting they have symptomatic Covid 4/5 weeks after their one Pfizer jab,ineffective,side-effect,
1.32083E+18,"@eileeniorio No point to the trial or to that vaccine. Doesn't prevent transmission or infection, has a high AE rate, and has never been successfully developed for human use. This is an outright guinea pig experiment for a disease 99% survive. #RussianRoulette https://t.co/1FiSLoc1Dk",ineffective,rushed,
1.33819E+18,"@LSW12612672511 @Mikey86000152 @BorisJohnson Boris is a GLOBALIST buffoon&fake conservative leading a government of GLOBALISTS,skilled nation destroyers in record time All engaged in this sinister new world order being imposed using covid fear; A virus with less than 1% mortality rate&an excuse to make vaccine mandatory",political,unnecessary,
1.35557E+18,"@Cypress6468 @hockey_mum31 @UnderpantsAnton @MicahTNDC @jaketapper We are all damned then. The vaccine offers no surety, nor does exposure. This is the new normal. You live in your germ-bubble communities, I will continue to build resistance to new germs. I will adapt and you can avoid. We can compare notes down the road.",unnecessary,ineffective,
1.36037E+18,"Search Results from the #VAERS Database 78 y.o. ♂️ Ohio #Pfizervaccine #vaccinedeaths ""Write-up: Vaccine was administered Thursday and my father Died early Monday morning unexpectedly"" https://t.co/YyeXLz01Bs",side-effect,,
1.37537E+18,To any businesses affected financially that want to re open and ask for a Covid Vaccine Certificate/Passport Expect my money to go elsewhere as Will others,mandatory,,
1.33747E+18,"@Mir_SCS @Laurie_Garrett @US_FDA @pfizer You never test a vaccine on immunocompromised people before testing on healthy people. You test on healthy to see if it works and is safe on gen pop, then expose to larger pop to see effects on imcomp/etc persons. Many vaccines aren’t used in pregnancy to my knowledge.",pharma,,
1.35584E+18,@Ductas1 @Marc_aka_Steg @afneil Who has refused to go back to work? NOONE. We don't even want the vaccine. https://t.co/xD59ujd7Tm,none,,
1.29003E+18,BioEdge: Should governments sweeten the vaccine pill with incentives? https://t.co/44hEurxvkN Should people be bribed to play russian roulette with their health? 80% adverse reactions in trials - you can never unvaccinate.,side-effect,,
1.31589E+18,Vaccines should not be rushed. #COVID19Pandemic Johnson & Johnson pauses Covid-19 vaccine trial after 'unexplained illness' https://t.co/bhjCWs4jVn,rushed,side-effect,
1.33994E+18,"I didnt see any full informed consent given,nor the full list of adverse reactions.(link to insert below) I dont care who gets it, i will not. I DO NOT CONSENT Pfizer mRNA COVID-19 Vaccine Insert is up on the https://t.co/94cHYSUEX5 https://t.co/EguQsxdqPk",side-effect,,
1.36582E+18,"now, Johnson & Johnson, another company at the top of the broken Big Pharma Ecosystem, has created a vaccine that was rapidly approved. you can research their scandals on your own. my question to you is, do you trust companies like these to value human life over profit?",rushed,pharma,
1.26259E+18,"@DanielPantss There are zero Covid family vaccines, not 'different' vaccines. It may not help all, but it's false to say it helped noone. 'Proven' is a nonsense word, Estrogen was 'proven' to help female heart attack victims in trials until other trials 'proved' the opposite & it was pulled.",ineffective,,
